Review,Liked
"""Icky Flix"" is an excellent starting point for anybody with even a vague interest in the Residents. Most of their classic videos are present (although ""Earth vs. Flying Saucers"" and ""Don't Be Cruel"" are curiously missing), and the ""concentrates"" of their various CD-ROM projects offer tantalizing glimpses into how the orbed ones have been spending their time since they realized MTV was no longer putting them in heavy rotation (or, indeed, showing videos period).<br /><br />All of the videos on this compilation feature striking imagery and idiosyncratic music (with a choice of the original tracks and newly-recorded ones). And two of them -- ""The Third Reich 'n' Roll"" and ""One Minute Movies"" -- are in the Museum of Modern Art's permanent collection. Check out this DVD and find out why.",1
"""Ideas are dangerous."" Comment by one interviewee.<br /><br />DVD Rating: B+ / 4 out of 5 / 8 out of 10 / Worth the time.<br /><br />A great story for adults / or teen boaters but not for children. None of the stupid violent crime stuff so often mistaken by Hollywood these days as ""quality work."" And, it can be used as a trainer film on what proper boating preparation is all about, or not about, prior to ""sailing the seven seas."" The movie starts out somewhat slowly to develop the story as most documentaries do, but as it draws the viewer into the saga, emotions begin to percolate in one's head! Emotions include anger, sadness, and disbelief. The era: late 1960's.<br /><br />That solo sailing around the globe is dangerous is not surprising. What is surprising is all the twists that viewers wouldn't expect. Its not your average group of guys in a sailing race! Each boat was different as allowed by the race rules. Each solo sailor had different levels of ability as allowed by the race rules. There were well known sailors among them and a few not so well known. One was considered a mystery man as nobody seemed to have any knowledge of his ability at all. Each boat was allowed to depart at will so long as all were underway by a certain date. And this was, of course, prior to modern electronics that allow boaters to communicate with shore about vicious storms, etc.<br /><br />Actual video and audio recordings are interspersed with interviews of family members and others involved. The mood of the interviewees is always somber despite the years that have passed.<br /><br />The main character, Don, is the focus of attention & how his journey relates to those who he not only wanted to beat but, due to circumstances of his own creation, HAD to beat. He HAD to win. The story was about what that circumstance did to his life as he moved South West across the Atlantic Ocean over a years time alone on the water.<br /><br />Do NOT fail to view the ""special features"" section of the DVD once the film is finished. The entire saga isn't fully understood w/o viewing the 'bonus' stuff.<br /><br />In the end, once you've watched everything on the DVD, you will likely just shake your head and exclaim, 'wow.' And keep in mind, THAT is why the story has remained alive for the last 40 years.<br /><br />SPOILER: Do NOT fail to view the ""special features"" section of the DVD once the film is finished. One sailor who was headed back to England after circumnavigating the globe decided on the fly that, no, he was going for another spin and the film records his spouse's opinions about that decision. The opposite story unfolds as another sailor wishes the race allowed two on board so he could take his wife along and their photos demonstrate a very warm union between them. The interview with an burley ex paratrooper who had actually ROWED a boat across the Atlantic with a friend prior to the solo sail race was incredibly funny as he described not even knowing how to sail and who thought the bad things happening to him were 'normal.' Too many people think that setting sail in the open sea can be an romantic adventure without mishap. Don't you be one!",1
"""Idiocracy"" is the latest film to come from Mike ""Office Space"" Judge, and it certainly follows a similar theme of that film in the fact that it is an observation of stupidity and how mediocrity can overcome adversity... relatively speaking. It is a story about Joe Bauer (Luke Wilson), who is, quite literally, the most average guy in existence. Joe, and a prostitute named Rita (Maya Rudolph), become the test subjects for a military project of a hibernation chamber. They were to remain suspended for only one year, but due to lack of oversight, Joe and Rita are forgotten about and accidentally wake up 500 years in the future.<br /><br />Here's the scary part: This film explains, in a very realistic and plausible way, how the entire population of 2505 became absolutely retarded. With no natural predators, the evolution of the human species does not necessarily favor the quickest, smartest, and strongest people for progression of genes... just the people who breed the most. Unfortunately, those people happen to be welfare-sucking, trailer trash idiots who breed like rabbits. This abundant reproduction of the stupid people has caused an adverse effect on societal growth and now Joe and Rita are the two smartest human beings on the face of the planet. If it helps, imagine the entire population as just a hybrid of rednecks, jocks, cholos and hoochies. Seeing this nightmarish dystopia, Joe learns of and attempts to track down a time machine to see if he and Rita can get back to when they came from, and that's basically the whole plot.<br /><br />But despite how one-dimensional I may make it sound, this movie is higher brow than you can fathom. Nuances are everywhere and anyone can see glimpses (warning signs, if you will) of modern day dumb-ciety permeating facets of everyday life and turning it into the train wreck on display in ""Idiocracy."" The film has some truly awesome showcases of realistic retardedness put on a pedestal. I don't want to give anything away and ruin jokes for you, but let's just say that it is pretty thorough. I can see how some would say that it is just a lot of toilet humor, but it, odd as it may seem, has a purpose; to show how dumb and crass these people are.<br /><br />This film, unfortunately, is destined to see the same fate as its predecessor, ""Office Space""; no one will see it in theaters, but everyone will brag about discovering this awesome/funny movie when it comes out on video. My only complaint for the film would be that the flow of the narrative sometimes gets broken so they can do a Hitchhiker's-Guide-to-the-Galaxy type exposition on how things got to be where they are, but it is a necessary evil and is implemented better here. Other than that, good characters, funny jokes, and better-than-average social commentary wrapped up in a funny bow.<br /><br />Final Note: If seeing our youth becoming gang-banger wanna-be's, acting like redneck/ ghetto trash and being proud of it... if you are educated and cultured in anyway and can see how our country is spiraling out of control into an abyss of stupidity, for god sakes, watch this movie.",1
"""If I sit down I will never stand up again"", that's what the mother (the one of the title) says to his son when he tells her to get some rest (she's just widowed). He means that resting is what a woman of his age and in her situation has to do: to rest in peace, to neglect herself. But she's not in the mood for ""resting"", not yet. She also has a daughter who reproaches her for each and every disasters in her life... Suddenly, the revelation comes: sex and passion in the figure of a muscular carpenter 30 years younger than her (Daniel Craig, the brand new James Bond) when she ""thought nobody would ever touch her again"". It is a story that makes you reflect on many things, specially on what's a 60 something woman is supposed to do with her life when his husband dies. It doesn't look that we've advanced that such in those aspects. I mean, nobody's surprised when Sean Connery has a love affair in a movie with Catherine Zeta Jones... but what would you think if it was otherwise? An old woman, a young guy... nah, you ain't ready for that, are you?<br /><br />The movie has intimist tones all along its length, except for 2 or 3 sequences in which that tones breaks and out comes some explicit and foul-mouthed dialogs. Those vulgar touches and the way the son and the daughter find out their mother's love affair (pretty absurd -you'll know what I mean when you watch it-) are the only discordant elements in ""The Mother"". <br /><br />*My rate: 7/10",1
"""If I wanted to dribble, I'd call a nurse."" <br /><br />""Haven't you had enough?"" ...""More than enough.""<br /><br />""You got me a choo-choo.""<br /><br />""If I begin to die, please remove (the cowboy hat) from my head. That is not the way I wish to be remembered."" <br /><br />Some of the wonderfully humorous, and often insightful, quotations from this charming and often insightful film. Dudley Moore is charming, lovable and rich. Sir John Gielgud is aristocratic, charming and loving...and poor. The two have a non-father/father and son relationship which defines the man whom Arthur is to become. Will he follow his heart and soul, or just his wealth? Over twenty-five years, I've returned to this movie, with glee and amusement and joy. It is a movie to return to, time and time again, and remember what is important in life, as short as it is. <br /><br />Judge Miller",1
"""Igor and the Lunatics"" is a totally inept and amateurish attempt at a crazy-hippie-cult-killing-spree horror movie. Apparently even nearly twenty years later, Charles Manson was still inspiring overenthusiastic but incompetent trash-filmmakers. This is a typical Troma production, meaning in other words, there's a lot of boring and totally irrelevant padding footage to accompany the nonsensical plot. There's a bit of random gore and gratuitous nudity on display  which isn't bad  but it's all so very pointless and ugly that it becomes frustrating to look at. ""Igor and the Lunatics"" is so desperate that it's even using a lot of the footage twice, like the circle saw killing for example. The incoherent plot tries to tell the story of a hippie cult run by the drug-addicted and Charlie Manson wannabe Paul. One of Paul's lower ranked disciples, named Igor, becomes a little bit too obsessed with the Bible stories and drug orgies and gradually causes the entire cult to descent further into criminal insanity. Just to illustrate through a little example exactly how crazy Igor is: he tears the heart straight out of the chest of a really sexy black hitch-hiker girl! There's an annoying synthesizer soundtrack and some truly embarrassingly lame pseudo-artistic camera tricks, like slow-motion footage and lurid dream sequences. Maybe there's one sequence that more or less qualifies as worthwhile for trash fanatics and that' is when a poor girl is cut in half with a machete. For no particular reason, the camera holds the shot of the blade in the bloodied stomach for fifteen whole seconds.",0
"""I'll Take You There"" tells of a woebegone man who loses his wife to another and finds an unlikely ally in a blind date. Unlike most romantic comedies, this little indie is mostly tongue-in-cheek situational comedy featuring Rogers and Sheedy with little emphasis on romance. A sort of road trip flick with many fun and some poignant moments keeps moving, stays fresh, and is a worthwhile watch for indie lovers.",1
"""I'm a cartoon!"" ""You're an illustration!"" what does that suppose to mean?! This plot could not be worse as a boy, who's afraid of everything, becomes very brave at the very end of the film because he went into a library. The only purpose of this waste of celluloid was to encourage American kids to read, when a cheaper, and more effective way of doing this could have been a series of adverts! Even the talents of Macaulay Culkin(as the kid), Christopher Lloyd (as the so predictable ""that he's a the Page Master"" librarian), could save this pointless film from the dull plot. Even the voices of Whoopi Goldberg, Patrick Stewart,(even) Leonard Nimoy, or the Hollywood God of voices, Frank Welker as the cartoon characters don't save it ever. I can only describe it as a 1990s equivalent to the even ghastly 1978 adaption of the Water Babies, because the bland animation makes the film worse, not improving the dull plot!",0
"""Imaginary Heroes"" is a 2004 film starring Sigourney Weaver, Jeff Daniels, Emile Hirsch, Michelle Williams, and Kip Pardue.<br /><br />The story concerns a dysfunctional family that becomes even more dysfunctional when the oldest child (Pardue) commits suicide.<br /><br />""Ordinary People"" has been mentioned often in relation to this film; it's sort of ""Ordinary People"" with a role reversal. The mother in this case, Sandy Travis (Weaver) is more accessible than the father, Ben (Daniels) who is clearly devastated and unable to cope. Like ""Ordinary People,"" the younger son Tim (Hirsch) is the focus of the film.<br /><br />For me, the film was absorbing enough to keep watching but has a curious detachment about it. There were some wonderful interactions - mother and son, mother and neighbor, brother and sister (Williams) and some good offbeat moments. What never clicked was Ben being any part of that family or having any chemistry with Sandy. This seems to have been the goal of director/writer Dan Harris. In one scene in a grocery store, the checkout kid assumes Sandy is ""about 30"" and gives her his phone number. In almost the next scene, Daniels asks Sandy if she wants plastic surgery for her birthday. Weaver was 55 when this film was made, actually probably 54, and looks phenomenal. So what is Ben looking at? However, there's something askew about Ben's complete detachment because the viewer doesn't really see how Daniels ever WAS attached to that family.<br /><br />The end has a couple of twists and also some very touching scenes. Everyone is very good, with Weaver and Hirsch being the standouts.<br /><br />There's not a tremendous amount of dialogue in this movie and lots of stares. The script could have been sharper. But ""Imaginary Heroes"" is a good effort.",1
"""Imagine if you could bring things back to life with just one touch"" As soon as I first heard that, my attention was locked on the Trailer, And after the First Episode I found my self in love with this show. A Modern day Fairy Tale that Brings my Spirits up and Holds my attention throughout the entire show. I think the Acting and Casting is just perfect, Each Character brings Something Unique to the show that adds to it's perfection. Even the one time Villains manage to overflow with A Unique sense, From the Bee Man to the Guy who can Swallow Kittens, they never seem to let me down. And the Deaths that would Normally lead to a Depressing Moment often end up being Purely Comical (Such as an Exploding Scratch & Sniff book)<br /><br />Even with the large amount of Crime shows we have now a days, Daisies is one of the few that really stands out from the rest, Being not just a Mystery but a love story, Comedy and a Fairy Tale with a hint of Drama all baked into one Wonderful pie.....err show.<br /><br />What really shocked me was the fact that it was on ABC, For Years I never had a reason to turn to ABC, But this brought me back each week with a Smile on my face. It was as if Pushing Daisies Brought ABC back to life for me. But just like that, after two seasons, A few Awards, A Large Fan Base and Positive Responses from Critics the show has been dropped. It seems as though Ned has Touched ABC again and forever killed it for me. I will always be a fan of this show though, And I Recommend this to anyone who likes a lot of talking and a lot of love from the shows they watch.",1
"""Imperium Nero"" is the second movie of the series of six productions named ""Imperium"". I have already unfavorably commented the first one: ""Imperium Augustus"". This second TV movie produced and broadcast last weekend by the Italian state owned network has the same defects. In addition contains a considerable number of historical errors. Some examples: Nero is a child and Agrippina calls him: ""Nero, Nero"". At that time is name was Claudius. He was named Nero after his adoption. Nero did not meet Acte when he was young as in the movie but after his marriage with Octavia and his nomination to Emperor. When becoming Emperor his sons where not adults: Britannicus is one month old and Octavia one year old. And many many more. If you are fond of ancient roman history you can find yourselves other examples. ""Imperium"" series will continue with four more movies : ""Titus"", ""Marcus Aurelius"",""Costantinus"" and""The Fall of the Roman Empire"". Finally!",0
"""In 1927 a young man, alone in a single engine aeroplane, flew non-stop from Roosevelt Field in New York across the entire North Atlantic Ocean to Le Bourget Field in Paris, a distance of three thousand six hundred and ten miles. In this triumph of mind, body and spirit, Charles A. Lindbergh influenced the lives of everyone on earth--for in the 33 hours and thirty minutes of his flight the air age became a reality. This is the story of that flight"".<br /><br />Billy Wilder adapts from Charles A. Lindbergh's Pulitzer Prize winning novel of the same name, in what is re-creation of Lindbergh's historical 1927 solo flight. Boosted by a considerably strong lead performance from James Stewart {himself a pilot} as Lindberg, and containing an intelligent screenplay from Wilder and Wendell Mayes, Spirit Of St. Louis is a sincerely well told story.<br /><br />In what at times threatens to become a monotonous film, Wilder keeps it ticking over by using flashbacks to Lindbergh's life. After the nicely told build up to the event, such as the peril being realised as Nungesser and Coli go missing {never to be found} whilst attempting the same trip in reverse, we learn stuff like how he come to buy his first plane and his work with the flying circus. This is all relative to understanding the man and his obvious passion for flying. This also helps to give us a complete picture of Lindbergh, thus putting us with him in his isolated cockpit as he undertakes this dangerous journey. Battling isolation {his only company is a fly} and chronic tiredness, it's here where Stewart perfectly portrays Lindbergh's devotion to the task. Aided by a terrific score from Franz Waxman and Academy Award nominated effects by Louis Lichtenfield, Wilder's movie turns out to be an engaging human interest story that got a thoroughly professional production. 7/10",1
"""In 1955, Tobias Schneerbaum disappeared in the Peruvian Amazon. One year later he walked out of the jungle...naked. It took him 45 years to go back."" Supposedly, ""Keep the River On your Right"" is ""a modern cannibal tale"". In reality, anyone looking for some insight into cannibalism will be sadly disappointed. The first half of the movie is more like a travel log of New Ginuea, mostly touting the native art. The second half relies on still photos of a Peruvian cannibal tribe, but really that's about it. Unless of course, you are interested in home movies of a Jewish wedding, or Schneerbaum introducing his former male lovers. I give up. Big disappointment and not really ""a modern cannibal tale."" - MERK",0
"""In April 1946, the University of Chicago agreed to operate Argonne National Laboratory, with an association of Midwestern universities offering to sponsor the research. Argonne thereby became the first ""national"" laboratory. It did not, however, remain at its original location in the Argonne forest. In 1947, it moved farther west from the ""Windy City"" to a new site on Illinois farmland. When Alvin Weinberg visited Argonne's director, Walter Zinn, in 1947, he asked him what kind of reactor was to be built at the new site. When Zinn described a heavy-water reactor operating at one-tenth the power of the Materials Testing Reactor under design at Oak Ridge, Weinberg joked it would be simpler if Zinn took the Oak Ridge design and operated the Materials Testing Reactor at one-tenth capacity. The joke proved unintentionally prophetic.""<br /><br />The S-50 plant used convection to separate the isotopes in thousands of tall columns. It was built next to the K-25 power plant, which provided the necessary steam. Much less efficient than K-25, the S-50 plant was torn down after the war.<br /><br />Concerned that the Atomic Energy Commission research program might become too academic, Lilienthal established a committee of industrial advisers, and during a November visit to Oak Ridge, he discussed with Clark Center, manager of Carbide & Carbon, a subsidiary of Union Carbide Corporation at Oak Ridge, the possibility of the company assuming management of the Laboratory.<br /><br />Prince Henry (of Prussia) Arriving in Washington and Visiting the German Embassy (1902). Evidently, with Prince Henry of Prussia according to the principles of science and its dangers their were already concerns with the applications of new science with military applications. The Hohenzollern (1902/II), ""Kaiser Wilhelm's splendid yacht at the 34th St. Pier, New York. Taken at the exact moment of Prince Henry's arrival, and the raising of the royal standard."" If Royalty knew of these necessary precautions to citizen welfare then what was the necessity of the warfare WWI and WWII. The quality of management control I presume?<br /><br />Thus, did the commandos of Operation Swallow volunteer for a military mission, or a business plan, based on the security principles of Laboratory management? Because supposedly their were no survivors, and the ones who were caught in Europe ordered to be executed. Of the 400 man commando team the survivors who were captured were executed under orders of the German Army against subversion, and espionage acts of the State of Germany. <br /><br />The Führer No. 003830/42 g. Kdos. OKW/WFSt, Führer HQ, 18 Oct. 1942, (signed) Adolph Hitler; Translation of Document no. 498-PS, Office of U.S. Chief of Counsel, certified true copy Kipp Major, declassified DOD 5200.30 March 23, 1983, reproduced at the U.S. National Archives.<br /><br />The OSS Society® 6723 Whittier Ave., 200 McLean, VA 22101",1
"""In Cold Blood"", adapted by director Richard Brooks from Truman Capote's famous novel, deals with the brutal and senseless murder of a family of four by a pair of hapless criminals. The film excels as a character study of the killers, particularly trigger-man Perry Smith (Robert Blake).<br /><br />The cast includes few recognizable names but they nevertheless bring the story to life with ease. Robert Blake and Scott Wilson are excellent together as two criminals with disparate personalities. They play off of each other effortlessly while Blake also gets plenty of opportunities to explore his character's idiosyncrasies. The rest of the cast is merely average and isn't worth remarking on.<br /><br />Richard Brooks received Oscar nominations for both his script and his direction. In my opinion, both were excellent, though the script does miscalculate with some ill-advised narration in the late stages. The Oscar-nominated cinematography by Conrad Hall is also top-notch, as is the editing. Also worthy of note is the jazzy score by Quincy Jones which secured the last of the film's four Oscar nominations.<br /><br />Unlike so many other crime films, this one doesn't glamorize violence. Brooks turns the killers into pitiable characters rather than flatly condemning them. Whether or not you agree with that sentiment the film does present an interesting alternative to the usual Hollywood approach. I recommend the film for this reason and also for the expertise with which the technical aspects are handled.",1
"""In Love and War"" is a simple feel-good TV-film, and should be viewed as such.<br /><br />(Possible spoiler)<br /><br />It is the story of a WWII British soldier, Newby, captured with his commando by the Italians and imprisoned in a former orphanage. As the Italians surrender to the Allies, the commando is freed, and attempts to flee. However, the Germans arrive and the commando is captured again. Only Newby, injured, remains at large. The rest of the film recounts how he is hidden and protected by the Partisans, and his survival.<br /><br />(End of spoiler)<br /><br />Based on a true story, ""In Love and War"" is a refreshingly straightforward film. Half comedy, half romance, the story is simple and unambiguous. The 'atmosfera' is warm and sunny, and the various stereotypes (the desperately unorganized or romantic Italians, the serious stern-looking Germans and the phlegmatic and pragmatic British), although unoriginal, are still humorous. Nicola Piovani's musical score also adds to the Mediterranean flavour.<br /><br />Although it is far from being a ""Tea With Mussolini"" or a ""La Vita E Bella"", ""In Love and War"" is a sweet simple film that will put a smile, and maybe even a little tan, on your face.",1
"""In the Line of Fire"" is one of the best thrillers I have seen, it builds and builds to a great climax. This film really draws you in your heart is beating and you are out of breath from the action. The cast turns in strong peformances, particularly Clint Eastwood and John Malkovich. This film is expertly directed by suspense master Wolfgang Petersen. Thrillers don't get much better thn this, don't miss it.",1
"""In the Mood for Love"" a teasing allegory of loneliness and longing. Here is a film without sex, or even kissing -- and it is no doubt one of the sexiest and definetly the most thought-provoking and psychological romance I have ever seen.<br /><br />Telling the story of two people who coincidentally, live in the same apartment, and are a door away from each other. The film, like and unlike ""Random Hearts,"" is about how two people come together via the affair of their two lovers. Only once they receive this news, they take the time to think about the consequences of an affair, and each other's feelings towards having just broken-up -- and whether or not the two people are willing enough to fall back in love.<br /><br />What's terrific about the film is the way director Wong Kar-Wai, presents each character's way of dealing with loneliness. With Maggie Cheung's character, he'll show her, in a repeated montage: leaving work, going home, watching her neighbors gamble, head to the noodle shop, leave the noodle shop, and bump into her attractive age-equal, played by Tony Leung. This is a clever, if not subtle and knowing technique to present loneliness. For it is when you are alone, when you find yourself falling into a loop. This movie worked for me because I can identify with that feeling.",1
"""In the sweltering summer of 1958, the Deuces, a gang of Brooklyn toughs, find their turf threatened when the leader of a rival gang, the Vipers, is released from prison. Leon (Stephen Dorff), the Deuces' leader, tries to guide his boys through bloody brawls to keep the Vipers out. But when his brother (Brad Renfro) falls into a sultry - and dangerous - relationship with Annie (Fairuza Balk), the sister of a Viper, and his own girlfriend is brutally attacked, Leon and his gang are plunged into an all-out war to save his brother, his girl - and his neighborhood!"" according to the DVD sleeve description. This is definitely no ""Basketball Diaries"".<br /><br />Think of it as ""West Side Story"" getting hit over the head with baseball bats and steel pipes, stickball having left Brooklyn with the Dodgers. ""Deuces Wild"" has some cool Hollywood sets, 1950s cars and soundtrack songs; and, much of it is nicely photographed by John A. Alonzo. The story and direction never get beyond these strengths, which enables the film to peak during its opening minutes, and proceed downhill. The cast looks good when you read the credits, but translates into an ageing, flabby mess of phony pompadours, blood, and Brylcreem and one fright wig. A sense of sadness and regret permeates the production.<br /><br />*** Deuces Wild (5/3/02) Scott Kalvert ~ Stephen Dorff, Brad Renfro, Fairuza Balk, Frankie Muniz",0
"""In the world of old-school kung fu movies, where revenge pictures came a dime a dozen, it took a lot for a film to stand out -- and even more to make it a fan favorite after all these years. What is arguably Chang Cheh's finest movie continues to hold influence over the Hong Kong movie industry, from the themes of loyalty, brotherhood and revenge as explored by John Woo (who got his start in the HK movie industry working for Chang) during the heyday of heroic bloodshed during the late 1980's, to more modern movies like A Man Called Hero, which sports a character in a costume inspired by this film. The influence has also carried into other areas as well, from music such as the Wu-Tang Clan, TV commercials for Sprite and video games such as ""Mortal Kombat."" So what makes this movie so special? The plot -- on the surface -- is pretty simple. It deals with members of a rogue group known as the ""Poison Clan"" who are searching for a treasure hidden by their sifu. All of the members of the clan have extraordinary kung fu abilities, denoted by their animal styles, or ""venoms"" (the lizard can climb walls, the scorpion has a deadly strike, etc.). The twist is that since the clan always wears masks, not all of them known who the others are. Thus a simple plot becomes almost a suspense thriller. We're not talking The Usual Suspects here, but it's far above many other kung fu movies of the time. Supposedly, Golden Harvest was not too happy with Chang's script -- like most of his movies, they felt it was too dark and violent -- and they actually wanted him to add broad comic relief to it. Thankfully, Chang stuck to his guns and stayed with his original script, which has since has become revered as one of the best for the films of its time, if not ever, completing an almost perfect dramatic arc and providing the perfect backbone for the extraordinary action sequences.<br /><br />But what really solidifies the movie are the venoms themselves. Chang Cheh hit upon a magical formula with the cast -- not only did he gain talented martial artists (whose moves, competed without the aid of wires or other special effects, put most modern martial artists to shame) but great actors as well. The formula proved so popular that Chang usually had one or more of the venoms in his later movies. Getting back to matters at hand, in most old-school movies, the actors seem to playing out cardboard cutouts, but here the actors actually create characters. It seems that everyone has a favorite venom (mine is Philip Kwok -- best known to many as Mad Dog from Hard-Boiled -- as Lizard) and it is this personal connection to the characters that The Five Deadly Venoms generates which makes it a true classic of the genre. Even if you're normally not a fan of old-school movies, you need to check The Five Deadly Venoms out, if for nothing else to see where modern movies got their inspiration from.""",1
"""Indian burial ground"": If those three words appear anywhere in a real-estate listing, look for a different neighborhood. A young couple with a young daughter and a toddler-age son move into a Maine house adjacent to a pet cemetery--and, after a l-o-o-o-ng hike, an ancient Indian burial ground. Seems the Indian ground can bring Fido or Fluffy back from the dead--if you don't mind having a raving hell beast for a pet. It can do the same for dead people--if you don't mind having a homicidal zombie around the house.<br /><br />Throw in a busy two-lane blacktop, speeding big rigs, a well-meaning (if somewhat dim) old neighbor, and one kid who really doesn't get enough supervision, and I think you can figure out what happens from there--an over-the-top, illogical mess, which, in all fairness, does offer up a few scares.<br /><br />Well, there are worse Stephen King adaptations (such as ""Maximum Overdrive,"" which King also directed). But there are far better ones, too (such as ""Salem's Lot,"" ""The Dead Zone,"" and both versions of ""The Shining"").",0
"""Insignificance"" is a far from great film, from a stage play, directed by Nic Roeg. In the scheme of Roeg's films, this is above the level of most of his post-""Don't Look Now"" work, which is characterised by judicious use of Theresa Russell as lead actress. She's actually very good here, and far from the problem in other Roeg films like ""Bad Timing"" and ""Cold Heaven"". As the ""Actress"", who is Marilyn Monroe, Russell is very effective, portraying her as a thoroughly depressive, but likeable siren. She plays well alongside Michael Emil as Einstein, who is excellent to say the least. He looks the part admirably, and while Theresa Russell doesn't look exactly like Monroe, she certainly is attractive enough to make the part ring true. Other players are adequate if not quite as arresting as Emil and Russell are. A pretty workable, intelligent script is directed well by Roeg, but certainly not brilliantly, like ""Walkabout"" or ""Performance"". As in other later Roeg films, he tends to rely too much on vague, insubstantial flashbacks, that add very little to the film. In many ways the film would have worked better as a shorter (say, 60 minutes), more modest piece. Still, a quite acceptable, passable film. At times quite excellent, but somewhat lacking overall. Rating:- *** 1/2/*****",1
"""Inspirational"" tales about ""triumph of the human spirit"" are usually big turn-offs for me. The most surprising thing about MEN OF HONOR is how much I enjoyed it in spite of myself. The movie is as predictable and cliched as it gets, but it works. Much credit goes to the exhilarating performances by both leads. It's a perfect role for Cuba Gooding, Jr., who's wonderfully restrained here. We have come to expect a lot from De Niro, and he doesn't disappoint. He creates a darkly funny portrait. Director George Tillman, Jr. set out to make an old-style flick and comes up with a winner.",1
"""Intensive Care"" by Dorna von Rouveroy is easily one of the worst horror movies ever made.This extremely cheap Dutch slasher flick offers some gore and plenty of absurd situations.A horror veteran George Kennedy is completely wasted as as Professor Bruckner.The acting is abysmal,the action is slow and the climax is laughable.A famous surgeon has a car accident.He lies in a coma seven years and then he wakes up and goes on a bloody rampage.""Intensive Care"" is clearly influenced by American slasher films including ""Halloween"" and ""Friday the 13th"" series.The killings are hilarious and the dialogs are painfully stupid.Still if you are in the right mood you can give this piece of trash a look.You'll laugh until it hurts with this one-you can believe me!",0
"""Inuyasha "" was awful . This show was incredibly over -hyped but this is nothing but a tedious bunch of anime clichés. The characters are annoying and lifeless ,the story line is boring and endless .I think that it could have be something interesting if it have a better writing, but it seems that the writers of the show have more intentions in show Inuyasha and his stupid friends fighting with some monsters and then crying for his tragic love triangle with Kikyou and Kagome and a lot of circles around the same thing again and again . The script is cheesy and dumb and the animation is poor .The character design it 's very ugly ,I don't know why everyone love it ,all have the same face ! : Big eyes , tiny noses , a line as the mouth and the typical anime haircuts . I find ""Inuyasha "" incredibly boring and dumb . This have to be one of the most over -rated animated shows ever made .",0
"""Iowa"" wants to be ""Requiem for a Dream"" for Midwest meth, but it comes across as a hard R rated ""Reefer Madness"". <br /><br />Yes, drugs are bad, and meth is horribly pernicious, as an addiction and how it destroys people, families and communities. But these characters who are either dumb or ridiculous and the eye-rolling plot won't teach that lesson to anyone. <br /><br />While writer/director/star Matt Farnsworth has some charisma on screen, his partner Diane Foster plays a wincibly silly wide-eyed innocent corrupted by drugsas was already satirized by Susan Sarandon in ""The Rocky Horror Picture Show"". I really felt sorry for her for all the totally unnecessary nudity she was put through. It wasn't until the end of the film that I realized I was supposed to think these two were recent high-school graduates to explain some of their naiveté, as we are bombarded by their school photos, but if so, they even looked older than the folks on ""The O.C."". While they have good chemistry on screen, they are a pale imitation of a ""Badlands""-type couple. <br /><br />The guest stars are badly used. Michael T. Weiss, who was so good in TV's ""The Pretender"", is completely ludicrous as a corrupt parole officer and his brutal violence is just plain crazy, as his character pretty much ruins any social significance for the film. Rosanna Arquette has to be even sleazier than she rolled around for David Cronenberg as a very low rent Livia Soprano. John Savage even has to mouth the old baby boomer excuses about I did pot but this is worse. A Goth chick shows up, with the odd explanation that she's a stripper from Des Moines. The obligatory Latino drug dealer appears - in Iowa? <br /><br />With a limited budget, the interior view of meth use is portrayed quite vividly, with quite scary hallucinations. We certainly see them go crazy. <br /><br />While the Iowa locations are used very well (including an amusing scene of a propane gas robbery), the accents and church references are confusingly Southern Baptist. Guns seem to be used by law abiding and law breaking citizens here more than in any inner-city drug-dealing movie.<br /><br />The songs of Iowa's best known bard Greg Brown are used throughout, but oddly are not listed in the credits. I hope they were used with permission.<br /><br />I caught this at its commercial run in NYC because I missed it at the Tribeca Film Festival where it got considerable-- and inexplicable-- buzz.",0
